direction,entry,sl,tp,risk,score,pattern,context,htf,macd,ignition,vr,atr,symbol,entry_time,risk_money,exit_time,exit,pnl,R,result
SELL,2887.181085663375,2897.3487366714207,2866.845783647284,10.167651008045596,80,MARUBOZU,8,BEAR,BEAR,YES,0.8443020553662883,2.8853932571774705,XAUUSDm,2025-01-04 19:30:00,25.884403125,2025-01-05 09:30:00,2866.845783647284,51.76880625,2.0,WIN
SELL,2878.752370178396,2889.3625159113476,2857.5320787124933,10.610145732951423,65,ENGULFING_BEAR,8,BEAR,BEAR,YES,0.8920770515721141,2.914512830182849,XAUUSDm,2025-01-05 01:30:00,26.141325,2025-01-05 16:00:00,2857.5320787124933,52.28265,2.0,WIN
SELL,2864.0772072041364,2874.039104495534,2844.153412621341,9.96189729139769,75,ENGULFING_BEAR,8,BEAR,CROSS_UP,YES,0.9842182860228005,2.9849402641729976,XAUUSDm,2025-01-05 12:45:00,26.40080975,2025-01-05 22:30:00,2844.153412621341,52.8016195,2.0,WIN
SELL,2864.349410121621,2876.301714066531,2840.444802231801,11.95230394491,80,ENGULFING_BEAR,8,BEAR,BEAR,YES,0.9341691484265988,2.883018078492807,XAUUSDm,2025-01-05 11:45:00,26.40080975,2025-01-05 23:30:00,2840.444802231801,52.8016195,2.0,WIN
SELL,2851.5039622844547,2864.4980389750185,2825.515808903327,12.994076690563816,65,ENGULFING_BEAR,8,BEAR,BEAR,YES,1.0899875743901641,2.6930299157245914,XAUUSDm,2025-01-05 18:30:00,26.531516374999995,2025-01-06 08:45:00,2825.515808903327,53.06303274999999,2.0,WIN
SELL,2837.992663104452,2850.08993746915,2813.798114375056,12.097274364698023,65,ENGULFING_BEAR,8,BEAR,BEAR,YES,0.8377499693289168,3.4456638692683903,XAUUSDm,2025-01-06 01:15:00,26.7955244725,2025-01-06 13:15:00,2813.798114375056,53.591048945,2.0,WIN
SELL,2837.4754436878457,2850.0480224097723,2812.3302862439923,12.572578721926675,80,ENGULFING_BEAR,8,BEAR,BEAR,YES,1.000592271873213,3.3059470046772774,XAUUSDm,2025-01-06 01:45:00,26.7955244725,2025-01-06 13:45:00,2812.3302862439923,53.591048945,2.0,WIN
SELL,2808.7530767062067,2816.971696865471,2792.315836387678,8.218620159264447,80,ENGULFING_BEAR,8,BEAR,BULL,YES,1.0098751089166424,2.424065569159146,XAUUSDm,2025-01-06 17:00:00,27.1961372991,2025-01-07 05:00:00,2792.315836387678,54.3922745982,2.0,WIN
SELL,2809.397783432882,2819.4209500381244,2789.3514502223975,10.023166605242295,80,ENGULFING_BEAR,8,BEAR,BULL,YES,1.1736321378310375,2.824296721625788,XAUUSDm,2025-01-06 15:45:00,27.1961372991,2025-01-07 06:30:00,2789.3514502223975,54.3922745982,2.0,WIN
SELL,2803.5326040331747,2811.3545093713215,2787.8887933568813,7.821905338146735,80,ENGULFING_BEAR,8,BEAR,BULL,YES,0.9942234885445533,2.799319289591386,XAUUSDm,2025-01-06 20:45:00,27.1961372991,2025-01-07 06:30:00,2787.8887933568813,54.3922745982,2.0,WIN
SELL,2792.6646353738,2795.2556525219875,2787.4826010774254,2.5910171481873476,65,ENGULFING_BEAR,8,BEAR,BULL,YES,1.115403793605521,2.922375133768128,XAUUSDm,2025-01-07 11:30:00,27.604079358586496,2025-01-07 13:30:00,2787.4826010774254,55.20815871717299,2.0,WIN
SELL,2791.397196653384,2795.1912895554046,2783.809010849343,3.794092902020566,80,ENGULFING_BEAR,8,BEAR,BULL,YES,0.8269639491518628,2.7078319118260143,XAUUSDm,2025-01-07 12:45:00,27.604079358586496,2025-01-07 17:30:00,2783.809010849343,55.20815871717299,2.0,WIN
SELL,2791.396584822513,2795.522573946885,2783.1446065737687,4.125989124372154,65,ENGULFING_BEAR,8,BEAR,BULL,YES,0.9252959008321908,3.169728068755159,XAUUSDm,2025-01-07 09:00:00,27.604079358586496,2025-01-07 18:15:00,2783.1446065737687,55.20815871717299,2.0,WIN
SELL,2786.2303076774906,2790.2823900758963,2778.1261428806793,4.052082398405673,65,ENGULFING_BEAR,8,BEAR,BULL,YES,0.6518329456805879,2.7610546114372134,XAUUSDm,2025-01-07 21:15:00,28.018140548965288,2025-01-08 00:00:00,2778.1261428806793,56.036281097930576,2.0,WIN
SELL,2788.285787847074,2794.712665853516,2775.4320318341906,6.4268780064417115,65,ENGULFING_BEAR,8,BEAR,BEAR,YES,0.7574356790949456,2.8539806311830165,XAUUSDm,2025-01-07 15:45:00,27.742099755379428,2025-01-08 01:45:00,2775.4320318341906,55.484199510758856,2.0,WIN
SELL,2778.673888495784,2782.3841802270426,2771.2533050332668,3.7102917312586214,65,ENGULFING_BEAR,8,BEAR,BULL,YES,0.988319729805798,3.168671039867366,XAUUSDm,2025-01-08 05:15:00,28.29694175048701,2025-01-08 05:30:00,2782.3841802270426,-28.29694175048701,-1.0,LOSS
SELL,2782.715233404662,2790.437264238755,2767.271171736476,7.722030834092948,65,ENGULFING_BEAR,8,BEAR,BEAR,YES,1.0060088682607435,2.9549223526999717,XAUUSDm,2025-01-07 22:15:00,28.018140548965288,2025-01-08 12:00:00,2767.271171736476,56.036281097930576,2.0,WIN
SELL,2777.1164211039886,2783.306267581035,2764.7367281498955,6.189846477046558,80,ENGULFING_BEAR,8,BEAR,BEAR,YES,1.2150742291587362,2.6318066149604724,XAUUSDm,2025-01-08 08:30:00,28.226199396110797,2025-01-08 13:45:00,2764.7367281498955,56.452398792221594,2.0,WIN
SELL,2765.1019619489443,2769.3803713517145,2756.545143143404,4.278409402770194,65,ENGULFING_BEAR,8,BEAR,BULL,YES,0.4955857385398981,2.9460664814152033,XAUUSDm,2025-01-08 19:45:00,28.50742109583618,2025-01-08 21:30:00,2769.3803713517145,-28.50742109583618,-1.0,LOSS
BUY,2766.479915200167,2761.949056432492,2775.541632735517,4.530858767674999,60,HAMMER,4,BEAR,BULL,YES,1.3191204287515763,3.1303569570060668,XAUUSDm,2025-01-09 00:00:00,28.436152543096593,2025-01-09 01:30:00,2761.949056432492,-28.436152543096593,-1.0,LOSS
SELL,2765.8795351929425,2770.494019927674,2756.6505657234798,4.614484734731377,65,ENGULFING_BEAR,8,BEAR,BULL,YES,0.818225458036643,3.1532984220859492,XAUUSDm,2025-01-08 23:45:00,28.436152543096593,2025-01-09 04:30:00,2756.6505657234798,56.87230508619319,2.0,WIN
SELL,2766.302043483571,2772.905797144392,2753.094536161929,6.603753660820985,65,ENGULFING_BEAR,8,BEAR,BULL,YES,1.1250227516330615,2.9500232628284895,XAUUSDm,2025-01-08 16:00:00,28.50742109583618,2025-01-09 14:00:00,2753.094536161929,57.01484219167236,2.0,WIN
SELL,2760.278186739545,2764.973476409704,2750.887607399228,4.695289670158672,80,ENGULFING_BEAR,8,BEAR,BULL,YES,1.2118474261357426,3.0090027698066435,XAUUSDm,2025-01-09 07:30:00,28.507242924454335,2025-01-09 15:00:00,2750.887607399228,57.01448584890867,2.0,WIN
SELL,2759.018106991954,2764.7635447870657,2747.5272314017307,5.745437795111684,65,ENGULFING_BEAR,8,BEAR,BULL,YES,1.1220500595947558,2.883667307874107,XAUUSDm,2025-01-09 08:30:00,28.507242924454335,2025-01-09 18:00:00,2747.5272314017307,57.01448584890867,2.0,WIN
BUY,2752.129868003984,2746.713586295017,2762.9624314219177,5.416281708966835,60,HAMMER,4,BEAR,BULL,YES,1.3861617059084852,2.5463756611046025,XAUUSDm,2025-01-09 22:30:00,28.934852459178064,2025-01-10 07:30:00,2762.9624314219177,57.86970491835613,2.0,WIN
BUY,2757.173008773156,2754.1179674206955,2763.2830914780775,3.0550413524606483,65,ENGULFING_BULL,4,BEAR,BEAR,YES,1.2923205608221142,2.720196700703777,XAUUSDm,2025-01-10 05:00:00,28.934852459178064,2025-01-10 07:30:00,2763.2830914780775,57.86970491835613,2.0,WIN
BUY,2757.6076727538434,2753.741357704923,2765.3403028516846,3.866315048920569,60,HAMMER,4,BEAR,BEAR,YES,1.4306371790906278,2.8703245280725067,XAUUSDm,2025-01-10 04:15:00,28.934852459178064,2025-01-10 09:45:00,2765.3403028516846,57.86970491835613,2.0,WIN
BUY,2762.69701229492,2758.186148044145,2771.7187407964707,4.510864250775285,65,HAMMER,4,BULL,BEAR,YES,0.6554806565064478,2.5654011011934017,XAUUSDm,2025-01-10 11:15:00,29.36887524606573,2025-01-11 08:00:00,2771.7187407964707,58.73775049213146,2.0,WIN
BUY,2772.06630104775,2765.324424120272,2785.5500549027065,6.741876927478188,65,HAMMER,4,BULL,BULL,YES,0.9907450923683164,2.3707644561979926,XAUUSDm,2025-01-11 09:30:00,29.51571962229606,2025-01-11 12:00:00,2765.324424120272,-29.51571962229606,-1.0,LOSS
BUY,2762.850722957853,2753.7656272731556,2781.020914327248,9.085095684697535,65,HAMMER,4,BULL,BULL,YES,1.250303766707169,2.34918113582983,XAUUSDm,2025-01-10 09:00:00,29.224200983769844,2025-01-12 17:45:00,2753.7656272731556,-29.224200983769844,-1.0,LOSS
BUY,2762.5342976636334,2753.79376676539,2780.01535946012,8.740530898243378,65,HAMMER,4,BULL,BULL,YES,0.845929265678702,2.2553828283807023,XAUUSDm,2025-01-10 09:30:00,29.224200983769844,2025-01-12 17:45:00,2753.79376676539,-29.224200983769844,-1.0,LOSS
BUY,2761.0520249570877,2752.9532717449406,2777.249531381382,8.09875321214713,65,MARUBOZU,4,BEAR,BULL,YES,0.8232451093210588,2.6987432485027187,XAUUSDm,2025-01-12 22:00:00,29.29580931832147,2025-01-13 04:00:00,2752.9532717449406,-29.29580931832147,-1.0,LOSS
BUY,2761.204410694976,2752.296879851877,2779.0194723811746,8.907530843099266,60,HAMMER,4,BEAR,BULL,YES,1.3528623245544866,2.6677060739271363,XAUUSDm,2025-01-12 20:15:00,29.29580931832147,2025-01-13 04:30:00,2752.296879851877,-29.29580931832147,-1.0,LOSS
SELL,2750.5566351613884,2757.068120108035,2737.533665268095,6.51148494664676,90,ENGULFING_BEAR,8,BEAR,BEAR,YES,1.3780645161290321,2.4889242206364717,XAUUSDm,2025-01-13 14:45:00,29.14933027172987,2025-01-13 17:45:00,2757.068120108035,-29.14933027172987,-1.0,LOSS
SELL,2752.6746811050702,2757.0479516533023,2743.928140008606,4.373270548232085,80,MARUBOZU,8,BEAR,BULL,YES,0.9651882143231625,2.4216960381932475,XAUUSDm,2025-01-13 16:45:00,29.14933027172987,2025-01-13 17:45:00,2757.0479516533023,-29.14933027172987,-1.0,LOSS
BUY,2758.254881727036,2751.284388170072,2772.1958688409636,6.970493556963902,65,HAMMER,4,BULL,BULL,YES,0.8900023304591005,2.606838331347717,XAUUSDm,2025-01-13 21:00:00,29.00358362037122,2025-01-14 02:15:00,2751.284388170072,-29.00358362037122,-1.0,LOSS
BUY,2755.7083606650503,2751.5575391792954,2764.01000363656,4.150821485754932,80,MARUBOZU,4,BULL,BEAR,YES,0.5888779893786151,2.7155872988530843,XAUUSDm,2025-01-13 22:30:00,29.00358362037122,2025-01-14 02:15:00,2751.5575391792954,-29.00358362037122,-1.0,LOSS
SELL,2761.7093061980977,2772.0730665220904,2740.9817855501124,10.363760323992665,65,ENGULFING_BEAR,8,BEAR,BEAR,YES,1.2271845981155822,2.9614751009469167,XAUUSDm,2025-01-11 14:15:00,29.44193032324032,2025-01-16 14:30:00,2772.0730665220904,-29.44193032324032,-1.0,LOSS
BUY,2757.83446598286,2750.3247131633257,2772.8539716219284,7.509752819534242,65,HAMMER,4,BULL,BULL,YES,1.123104003595371,3.163365315758191,XAUUSDm,2025-01-14 04:00:00,28.858565702269363,2025-01-16 14:30:00,2772.8539716219284,57.717131404538726,2.0,WIN
BUY,2759.8261923369632,2750.377467233846,2778.723642543198,9.44872510311734,65,HAMMER,4,BULL,BULL,YES,0.7346649332230233,2.9875184140243967,XAUUSDm,2025-01-14 04:45:00,28.858565702269363,2025-01-16 18:00:00,2778.723642543198,57.717131404538726,2.0,WIN
BUY,2774.955142101449,2763.436500126985,2797.992426050377,11.518641974464117,65,HAMMER,4,BULL,BULL,YES,1.1986473104232949,2.875709885207579,XAUUSDm,2025-01-16 17:00:00,28.92925370497261,2025-01-17 05:30:00,2797.992426050377,57.85850740994522,2.0,WIN
BUY,2781.010028228105,2772.4436490765074,2798.1427865313003,8.56637915159763,65,HAMMER,4,BULL,BULL,YES,1.1313352521586784,2.5917632461731133,XAUUSDm,2025-01-16 19:30:00,29.073546533483956,2025-01-17 05:30:00,2798.1427865313003,58.14709306696791,2.0,WIN
BUY,2775.583825762938,2758.198589182582,2810.35429892365,17.385236580355922,65,HAMMER,4,BULL,BULL,YES,0.936738942985131,3.0163819695177545,XAUUSDm,2025-01-16 16:00:00,28.92925370497261,2025-01-17 21:45:00,2810.35429892365,57.85850740994522,2.0,WIN
BUY,2798.9832499688296,2790.1088650394286,2816.7320198276316,8.874384929401003,65,HAMMER,4,BULL,BULL,YES,0.8959583911776783,2.643434543527227,XAUUSDm,2025-01-17 07:15:00,29.363560534676235,2025-01-18 01:45:00,2816.7320198276316,58.72712106935247,2.0,WIN
BUY,2798.781803512892,2787.8224433651117,2820.700523808453,10.959360147780444,65,HAMMER,4,BULL,BULL,YES,0.9236015836305906,2.724823645635232,XAUUSDm,2025-01-17 07:00:00,29.363560534676235,2025-01-18 05:15:00,2820.700523808453,58.72712106935247,2.0,WIN
BUY,2817.954117102176,2814.520630271821,2824.821090762886,3.433486830354923,65,HAMMER,4,BULL,BEAR,YES,0.7446069923134144,2.526211364207159,XAUUSDm,2025-01-18 07:15:00,29.80184240854786,2025-01-18 12:30:00,2814.520630271821,-29.80184240854786,-1.0,LOSS
SELL,2816.1583395013363,2821.1384370625688,2806.1981443788713,4.980097561232469,65,ENGULFING_BEAR,8,BULL,BEAR,YES,0.9489659276893319,2.783530330869369,XAUUSDm,2025-01-18 14:30:00,29.727337802526492,2025-01-18 16:00:00,2821.1384370625688,-29.727337802526492,-1.0,LOSS
BUY,2811.6359271790407,2804.3508094630433,2826.2061626110353,7.28511771599733,80,ENGULFING_BULL,4,BULL,BULL,YES,1.0287650602409637,2.825808019793017,XAUUSDm,2025-01-17 23:45:00,29.508206803201098,2025-01-18 17:15:00,2826.2061626110353,59.016413606402196,2.0,WIN
BUY,2817.7468184322693,2807.8097509205677,2837.6209534556724,9.93706751170157,65,HAMMER,4,BULL,BULL,YES,1.070529808234042,2.6946647084714423,XAUUSDm,2025-01-18 03:15:00,29.655024605874477,2025-01-19 04:15:00,2837.6209534556724,59.310049211748954,2.0,WIN
BUY,2826.802789680869,2815.6694452037277,2849.0694786351514,11.133344477141236,65,HAMMER,4,BULL,BULL,YES,0.9432369839219704,2.8297121070300344,XAUUSDm,2025-01-18 19:15:00,29.80056049203618,2025-01-19 17:00:00,2849.0694786351514,59.60112098407236,2.0,WIN
BUY,2826.704716633845,2813.874865798152,2852.3644183052306,12.829850835692923,65,HAMMER,4,BULL,BULL,YES,1.2152734548688306,2.7980117420040536,XAUUSDm,2025-01-18 18:45:00,29.80056049203618,2025-01-19 18:15:00,2852.3644183052306,59.60112098407236,2.0,WIN
BUY,2841.44019206769,2831.3782887784287,2861.563998646213,10.061903289261409,80,HAMMER,4,BULL,BULL,YES,1.1598185699039487,2.9352963550793554,XAUUSDm,2025-01-19 06:30:00,29.94883561506555,2025-01-20 02:15:00,2861.563998646213,59.8976712301311,2.0,WIN
BUY,2855.9875309474733,2845.0568913723782,2877.8488100976633,10.930639575095029,80,ENGULFING_BULL,4,BULL,BULL,YES,1.215552699228792,3.127257178872523,XAUUSDm,2025-01-19 20:30:00,30.246841219985914,2025-01-20 09:00:00,2877.8488100976633,60.49368243997183,2.0,WIN
BUY,2855.401731082732,2842.193822254948,2881.8175487383005,13.207908827784195,65,HAMMER,4,BULL,BULL,YES,0.9443659257355775,3.023116353881159,XAUUSDm,2025-01-19 20:00:00,30.246841219985914,2025-01-20 10:45:00,2881.8175487383005,60.49368243997183,2.0,WIN
BUY,2863.111730522889,2853.8968737181713,2881.5414441323246,9.214856804717783,65,HAMMER,4,BULL,BULL,YES,0.8896410780431729,2.6873586312884377,XAUUSDm,2025-01-20 04:00:00,30.396585398061244,2025-01-20 10:45:00,2881.5414441323246,60.79317079612249,2.0,WIN
BUY,2882.117853518372,2874.5109789145963,2897.331602725924,7.60687460377585,80,ENGULFING_BULL,4,BULL,BEAR,YES,0.6122883123383666,3.104309977344937,XAUUSDm,2025-01-20 13:30:00,30.851036737251412,2025-01-20 20:00:00,2897.331602725924,61.702073474502825,2.0,WIN
BUY,2880.666768745053,2871.3641154349975,2899.2720753651643,9.302653310055575,65,HAMMER,4,BULL,BEAR,YES,1.135759627592044,3.02851931517188,XAUUSDm,2025-01-20 12:30:00,30.851036737251412,2025-01-20 20:45:00,2899.2720753651643,61.702073474502825,2.0,WIN
BUY,2882.6448986319638,2874.527782739317,2898.8791304172573,8.11711589264678,65,HAMMER,4,BULL,BEAR,YES,0.5965118515827047,3.048297228275563,XAUUSDm,2025-01-20 13:45:00,30.851036737251412,2025-01-20 20:45:00,2898.8791304172573,61.702073474502825,2.0,WIN
BUY,2903.2528542936825,2890.591996562871,2928.5745697553057,12.660857730811585,65,HAMMER,4,BULL,BULL,YES,0.9123687281213536,3.0686246630664407,XAUUSDm,2025-01-20 23:00:00,31.313802288310175,2025-01-21 22:45:00,2928.5745697553057,62.62760457662035,2.0,WIN
BUY,2902.985160027456,2888.697148724212,2931.5611826339436,14.28801130324382,65,HAMMER,4,BULL,BULL,YES,1.0719145174309106,3.0633651694514854,XAUUSDm,2025-01-20 22:45:00,31.313802288310175,2025-01-22 02:45:00,2931.5611826339436,62.62760457662035,2.0,WIN
BUY,2902.9353666948937,2886.3135515615354,2936.17899696161,16.621815133358268,80,ENGULFING_BULL,4,BULL,BULL,YES,1.0895185459074457,3.198969410549147,XAUUSDm,2025-01-20 22:30:00,31.313802288310175,2025-01-22 05:30:00,2936.17899696161,62.62760457662035,2.0,WIN
BUY,2931.392142554796,2925.639819573853,2942.896788516682,5.752322980943063,65,ENGULFING_BULL,4,BULL,BEAR,YES,0.9260331341996675,2.566302404958714,XAUUSDm,2025-01-22 04:30:00,31.62694031119328,2025-01-22 09:00:00,2942.896788516682,63.25388062238656,2.0,WIN
BUY,2928.9113489422657,2918.9396550767237,2948.8547366733496,9.971693865541965,80,ENGULFING_BULL,4,BULL,BULL,YES,1.018541257367387,2.9668979092942513,XAUUSDm,2025-01-22 00:30:00,31.47037129975173,2025-01-22 15:00:00,2948.8547366733496,62.94074259950346,2.0,WIN
BUY,2939.8673393854806,2935.2992255402796,2949.0035670758825,4.568113845200969,65,HAMMER,4,BULL,BEAR,YES,0.6346312037290923,2.8007804948319106,XAUUSDm,2025-01-22 10:30:00,31.9416440241908,2025-01-22 15:00:00,2949.0035670758825,63.8832880483816,2.0,WIN
BUY,2939.5033940629323,2928.639785600226,2961.2306109883452,10.863608462706452,65,HAMMER,4,BULL,BULL,YES,0.8105900725983455,2.819883524224852,XAUUSDm,2025-01-22 07:30:00,31.78350932263483,2025-01-22 21:15:00,2961.2306109883452,63.56701864526966,2.0,WIN
BUY,2948.0603543983148,2938.8577449486907,2966.465573297563,9.202609449624106,65,HAMMER,4,BULL,BULL,YES,0.6771545827633378,3.0765144501455586,XAUUSDm,2025-01-22 16:30:00,32.25870410081051,2025-01-23 01:30:00,2966.465573297563,64.51740820162102,2.0,WIN
BUY,2948.2630555851006,2938.876833286974,2967.0355001813537,9.38622229812654,65,HAMMER,4,BULL,BULL,YES,0.7167187811855499,3.012886655868442,XAUUSDm,2025-01-22 16:45:00,32.25870410081051,2025-01-23 02:00:00,2967.0355001813537,64.51740820162102,2.0,WIN
BUY,2961.8575010221443,2953.083060105613,2979.4063828552066,8.774440916531148,80,ENGULFING_BULL,4,BULL,BULL,YES,0.8605232781839168,3.2946033881528907,XAUUSDm,2025-01-22 23:00:00,32.41762164742369,2025-01-23 07:45:00,2979.4063828552066,64.83524329484737,2.0,WIN
BUY,2969.653715257601,2959.7517850060776,2989.457575760648,9.901930251523481,80,ENGULFING_BULL,4,BULL,BULL,YES,1.1273669523619692,2.6135751579942217,XAUUSDm,2025-01-23 03:45:00,32.74020868843179,2025-01-23 23:30:00,2989.457575760648,65.48041737686358,2.0,WIN
BUY,2969.758666499615,2959.7251355909884,2989.8257283168687,10.033530908626744,65,ENGULFING_BULL,4,BULL,BULL,YES,1.0896205237840728,2.702406541624766,XAUUSDm,2025-01-23 04:15:00,32.74020868843179,2025-01-24 00:00:00,2989.8257283168687,65.48041737686358,2.0,WIN
BUY,2980.8557446137283,2967.1643772073567,3008.2384794264717,13.691367406371683,65,HAMMER,4,BULL,BULL,YES,1.112358863571516,3.194554823794533,XAUUSDm,2025-01-23 09:15:00,32.90229679666891,2025-01-27 18:45:00,3008.2384794264717,65.80459359333781,2.0,WIN
BUY,2993.0332741417847,2983.4781794183873,3012.1434635885794,9.55509472339736,80,ENGULFING_BULL,4,BULL,BULL,YES,0.7882633984212714,3.10881346146672,XAUUSDm,2025-01-24 02:30:00,33.229698883553226,2025-01-28 12:30:00,3012.1434635885794,66.45939776710645,2.0,WIN
BUY,2992.436298021966,2982.1073331323264,3013.094227801246,10.328964889639792,65,HAMMER,4,BULL,BULL,YES,1.0897333546223855,3.1720265585287444,XAUUSDm,2025-01-24 01:45:00,33.229698883553226,2025-01-28 12:45:00,3013.094227801246,66.45939776710645,2.0,WIN
BUY,3005.7645411449844,2999.3606738711,3018.572275692753,6.403867273884316,75,HAMMER,4,BULL,CROSS_DOWN,YES,0.6541660365945864,3.132821862584175,XAUUSDm,2025-01-27 20:30:00,33.39421036753657,2025-01-28 17:45:00,3018.572275692753,66.78842073507315,2.0,WIN
BUY,3014.350396215188,3006.854547125861,3029.3420943938427,7.495849089327294,65,HAMMER,4,BULL,BULL,YES,0.605700225548493,2.4909663219797213,XAUUSDm,2025-01-28 15:15:00,33.7265073563721,2025-01-29 07:45:00,3006.854547125861,-33.7265073563721,-1.0,LOSS
BUY,3015.1162387476725,3006.808694919669,3031.7313264036793,8.307543828003418,65,HAMMER,4,BULL,BULL,YES,1.1369175627240142,2.6438070092859736,XAUUSDm,2025-01-28 15:30:00,33.7265073563721,2025-01-29 07:45:00,3006.808694919669,-33.7265073563721,-1.0,LOSS
SELL,3012.2498852101344,3017.1765253068115,3002.39660501678,4.926640096677147,65,ENGULFING_BEAR,8,BULL,BULL,YES,1.2781218642953531,2.9246811959994936,XAUUSDm,2025-01-29 00:00:00,33.89347840820979,2025-01-29 14:30:00,3002.39660501678,67.78695681641958,2.0,WIN
SELL,3008.674155148704,3013.435209012774,2999.1520474205636,4.761053864070163,65,ENGULFING_BEAR,8,BEAR,BULL,YES,0.9175776804497017,2.884768772377573,XAUUSDm,2025-01-29 11:00:00,33.724845871427924,2025-01-29 15:30:00,2999.1520474205636,67.44969174285585,2.0,WIN
SELL,3002.610314752664,3005.821252285425,2996.1884396871424,3.2109375327609087,80,MARUBOZU,8,BEAR,BULL,YES,1.1087217552668922,2.8137550258968638,XAUUSDm,2025-01-29 17:45:00,34.06293749282611,2025-01-29 18:15:00,3005.821252285425,-34.06293749282611,-1.0,LOSS
BUY,3008.339175022537,3002.4474851832165,3020.1225547011777,5.8916898393204065,65,MARUBOZU,4,BEAR,BULL,YES,1.2605871227695091,2.5496470629248593,XAUUSDm,2025-01-29 22:30:00,33.977780149094045,2025-01-30 03:45:00,3002.4474851832165,-33.977780149094045,-1.0,LOSS
BUY,3006.54349761431,3001.030387654031,3017.5697175348682,5.513109960279053,65,ENGULFING_BULL,4,BEAR,BULL,YES,0.7454889589905364,2.6236573852509406,XAUUSDm,2025-01-29 22:00:00,33.977780149094045,2025-01-30 07:30:00,3001.030387654031,-33.977780149094045,-1.0,LOSS
SELL,2997.538149893623,3003.9210493682667,2984.772350944336,6.3828994746436365,80,MARUBOZU,8,BEAR,BEAR,YES,0.6691440996244317,2.6075104116089496,XAUUSDm,2025-01-30 11:45:00,33.80789124834857,2025-01-30 16:15:00,3003.9210493682667,-33.80789124834857,-1.0,LOSS
SELL,3006.210772571446,3011.7701751831614,2995.091967348015,5.559402611715541,75,ENGULFING_BEAR,8,BEAR,CROSS_DOWN,YES,1.2817375231053605,2.8576896879541587,XAUUSDm,2025-01-29 13:15:00,33.724845871427924,2025-01-31 06:15:00,2995.091967348015,67.44969174285585,2.0,WIN
BUY,3001.237438923595,2993.260862993856,3017.1905907830737,7.976575929739283,65,ENGULFING_BULL,4,BEAR,BULL,YES,1.1874601328280365,2.7991162430649594,XAUUSDm,2025-01-31 11:00:00,33.89199574958484,2025-02-01 00:30:00,2993.260862993856,-33.89199574958484,-1.0,LOSS
